name,description,condition,status,rateOption,rentalFee,replacementCost,freeToBorrow,whatItemOffers,whatIsIncluded,knownIssues,usageLimitations,thumbnailImage,photos,categories,tags,isTrending,viewCount,bookingCount,likeCount,lenderId,borrowerId,availability
Badminton Racket Set #034,Badminton Racket Set in fair condition.,FAIR,AVAILABLE,PER_DAY,158,9877,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-34/640/480,"[""https://picsum.photos/seed/item-34/640/480"",""https://picsum.photos/seed/item-34-a/1024/768"",""https://picsum.photos/seed/item-34-b/1024/768""]","[""SCHOOL_SUPPLIES""]","[""portable"",""home""]",true,1130,1,117,,,"[{""startDate"":""2026-03-25T02:50:23.198Z"",""endDate"":""2026-03-27T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-03-30T02:50:23.198Z"",""endDate"":""2026-04-03T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Cordless Drill #035,Cordless Drill in fair condition.,FAIR,AVAILABLE,PER_HOUR,290,9390,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",Minor cosmetic scratches.,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-35/640/480,"[""https://picsum.photos/seed/item-35/640/480"",""https://picsum.photos/seed/item-35-a/1024/768"",""https://picsum.photos/seed/item-35-b/1024/768""]","[""SCHOOL_SUPPLIES"",""VEHICLES_ACCESSORIES""]","[""campus"",""audio""]",true,977,78,39,,,"[{""startDate"":""2026-03-25T02:50:23.198Z"",""endDate"":""2026-03-27T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-03-30T02:50:23.198Z"",""endDate"":""2026-04-03T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Microwave Oven #036,Microwave Oven in good condition.,GOOD,AVAILABLE,PER_HOUR,88,10355,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-36/640/480,"[""https://picsum.photos/seed/item-36/640/480"",""https://picsum.photos/seed/item-36-a/1024/768"",""https://picsum.photos/seed/item-36-b/1024/768""]","[""HEALTH_BEAUTY"",""PET_SUPPLIES""]","[""tools"",""clean"",""sports"",""weekend-use""]",true,2212,65,15,,,"[{""startDate"":""2026-03-05T02:50:23.198Z"",""endDate"":""2026-03-07T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-03-10T02:50:23.198Z"",""endDate"":""2026-03-14T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Office Chair #037,Office Chair in new condition.,NEW,AVAILABLE,PER_DAY,131,2537,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",Minor cosmetic scratches.,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-37/640/480,"[""https://picsum.photos/seed/item-37/640/480"",""https://picsum.photos/seed/item-37-a/1024/768"",""https://picsum.photos/seed/item-37-b/1024/768""]","[""OTHER""]","[""battery"",""weekend-use"",""audio"",""kitchen""]",false,693,31,7,,,"[{""startDate"":""2026-04-10T02:50:23.198Z"",""endDate"":""2026-04-12T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-04-15T02:50:23.198Z"",""endDate"":""2026-04-19T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Digital Camera #038,Digital Camera in poor condition.,POOR,DEACTIVATED,PER_DAY,137,7979,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",Minor cosmetic scratches.,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-38/640/480,"[""https://picsum.photos/seed/item-38/640/480"",""https://picsum.photos/seed/item-38-a/1024/768"",""https://picsum.photos/seed/item-38-b/1024/768""]","[""SCHOOL_SUPPLIES"",""HEALTH_BEAUTY""]","[""portable"",""clean"",""audio"",""kitchen""]",true,1330,27,17,,,"[{""startDate"":""2026-04-11T02:50:23.198Z"",""endDate"":""2026-04-13T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-04-16T02:50:23.198Z"",""endDate"":""2026-04-20T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Acoustic Guitar #039,Acoustic Guitar in poor condition.,POOR,RENTED,PER_DAY,75,6371,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",Minor cosmetic scratches.,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-39/640/480,"[""https://picsum.photos/seed/item-39/640/480"",""https://picsum.photos/seed/item-39-a/1024/768"",""https://picsum.photos/seed/item-39-b/1024/768""]","[""SCHOOL_SUPPLIES"",""ELECTRONICS"",""MUSIC_AUDIO""]","[""sports"",""tools"",""weekend-use"",""clean""]",true,1670,40,35,,,"[{""startDate"":""2026-04-14T02:50:23.198Z"",""endDate"":""2026-04-16T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-04-19T02:50:23.198Z"",""endDate"":""2026-04-23T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Portable Speaker #040,Portable Speaker in fair condition.,FAIR,AVAILABLE,PER_DAY,105,5352,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-40/640/480,"[""https://picsum.photos/seed/item-40/640/480"",""https://picsum.photos/seed/item-40-a/1024/768"",""https://picsum.photos/seed/item-40-b/1024/768""]","[""CLOTHING""]","[""clean"",""battery"",""sports"",""tools""]",true,1647,12,5,,,"[{""startDate"":""2026-04-06T02:50:23.198Z"",""endDate"":""2026-04-08T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-04-11T02:50:23.198Z"",""endDate"":""2026-04-15T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Wireless Microphone #041,Wireless Microphone in new condition.,NEW,AVAILABLE,PER_HOUR,324,8614,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-41/640/480,"[""https://picsum.photos/seed/item-41/640/480"",""https://picsum.photos/seed/item-41-a/1024/768"",""https://picsum.photos/seed/item-41-b/1024/768""]","[""CLOTHING"",""FURNITURE""]","[""campus"",""project""]",true,1258,36,12,,,"[{""startDate"":""2026-03-10T02:50:23.198Z"",""endDate"":""2026-03-12T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-03-15T02:50:23.198Z"",""endDate"":""2026-03-19T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Pressure Washer #042,Pressure Washer in like new condition.,LIKE_NEW,RENTED,PER_DAY,0,10042,true,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",Minor cosmetic scratches.,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-42/640/480,"[""https://picsum.photos/seed/item-42/640/480"",""https://picsum.photos/seed/item-42-a/1024/768"",""https://picsum.photos/seed/item-42-b/1024/768""]","[""SPORTS_OUTDOORS"",""OTHER""]","[""portable"",""kitchen"",""student-friendly"",""electronics""]",true,22,38,115,,,"[{""startDate"":""2026-03-05T02:50:23.198Z"",""endDate"":""2026-03-07T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-03-10T02:50:23.198Z"",""endDate"":""2026-03-14T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Microwave Oven #043,Microwave Oven in new condition.,NEW,AVAILABLE,PER_DAY,324,9829,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-43/640/480,"[""https://picsum.photos/seed/item-43/640/480"",""https://picsum.photos/seed/item-43-a/1024/768"",""https://picsum.photos/seed/item-43-b/1024/768""]","[""VEHICLES_ACCESSORIES"",""TOOLS""]","[""audio"",""project"",""study"",""sports""]",true,268,66,87,,,"[{""startDate"":""2026-03-18T02:50:23.198Z"",""endDate"":""2026-03-20T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-03-23T02:50:23.198Z"",""endDate"":""2026-03-27T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Projector #044,Projector in poor condition.,POOR,AVAILABLE,PER_DAY,91,4792,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-44/640/480,"[""https://picsum.photos/seed/item-44/640/480"",""https://picsum.photos/seed/item-44-a/1024/768"",""https://picsum.photos/seed/item-44-b/1024/768""]","[""OTHER"",""MUSIC_AUDIO"",""TOYS_GAMES""]","[""home"",""electronics"",""weekend-use""]",true,85,49,132,,,"[{""startDate"":""2026-04-04T02:50:23.198Z"",""endDate"":""2026-04-06T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-04-09T02:50:23.198Z"",""endDate"":""2026-04-13T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Graphic Tablet #045,Graphic Tablet in like new condition.,LIKE_NEW,AVAILABLE,PER_HOUR,181,7670,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",Minor cosmetic scratches.,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-45/640/480,"[""https://picsum.photos/seed/item-45/640/480"",""https://picsum.photos/seed/item-45-a/1024/768"",""https://picsum.photos/seed/item-45-b/1024/768""]","[""ELECTRONICS"",""CLOTHING"",""PET_SUPPLIES""]","[""tools"",""student-friendly"",""events"",""audio""]",true,2197,47,101,,,"[{""startDate"":""2026-04-06T02:50:23.198Z"",""endDate"":""2026-04-08T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-04-11T02:50:23.198Z"",""endDate"":""2026-04-15T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Stand Mixer #046,Stand Mixer in like new condition.,LIKE_NEW,AVAILABLE,PER_DAY,340,12244,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-46/640/480,"[""https://picsum.photos/seed/item-46/640/480"",""https://picsum.photos/seed/item-46-a/1024/768"",""https://picsum.photos/seed/item-46-b/1024/768""]","[""TOOLS""]","[""battery"",""sports"",""weekend-use""]",true,879,62,118,,,"[{""startDate"":""2026-04-12T02:50:23.198Z"",""endDate"":""2026-04-14T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-04-17T02:50:23.198Z"",""endDate"":""2026-04-21T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Microwave Oven #047,Microwave Oven in new condition.,NEW,AVAILABLE,PER_DAY,108,1930,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-47/640/480,"[""https://picsum.photos/seed/item-47/640/480"",""https://picsum.photos/seed/item-47-a/1024/768"",""https://picsum.photos/seed/item-47-b/1024/768""]","[""OTHER"",""HOME_APPLIANCES""]","[""clean"",""campus""]",true,2170,32,113,,,"[{""startDate"":""2026-03-13T02:50:23.198Z"",""endDate"":""2026-03-15T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-03-18T02:50:23.198Z"",""endDate"":""2026-03-22T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Toolbox Set #048,Toolbox Set in like new condition.,LIKE_NEW,AVAILABLE,PER_DAY,87,10566,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-48/640/480,"[""https://picsum.photos/seed/item-48/640/480"",""https://picsum.photos/seed/item-48-a/1024/768"",""https://picsum.photos/seed/item-48-b/1024/768""]","[""HEALTH_BEAUTY""]","[""events"",""weekend-use""]",true,2040,65,93,,,"[{""startDate"":""2026-03-30T02:50:23.198Z"",""endDate"":""2026-04-01T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-04-04T02:50:23.198Z"",""endDate"":""2026-04-08T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Power Bank #049,Power Bank in fair condition.,FAIR,DEACTIVATED,PER_DAY,206,9211,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",Minor cosmetic scratches.,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-49/640/480,"[""https://picsum.photos/seed/item-49/640/480"",""https://picsum.photos/seed/item-49-a/1024/768"",""https://picsum.photos/seed/item-49-b/1024/768""]","[""SPORTS_OUTDOORS"",""VEHICLES_ACCESSORIES"",""ELECTRONICS""]","[""campus"",""kitchen""]",true,1420,75,29,,,"[{""startDate"":""2026-04-04T02:50:23.198Z"",""endDate"":""2026-04-06T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-04-09T02:50:23.198Z"",""endDate"":""2026-04-13T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Power Bank #050,Power Bank in fair condition.,FAIR,AVAILABLE,PER_HOUR,64,3453,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-50/640/480,"[""https://picsum.photos/seed/item-50/640/480"",""https://picsum.photos/seed/item-50-a/1024/768"",""https://picsum.photos/seed/item-50-b/1024/768""]","[""SPORTS_OUTDOORS""]","[""student-friendly"",""battery"",""audio"",""events""]",true,829,66,142,,,"[{""startDate"":""2026-04-12T02:50:23.198Z"",""endDate"":""2026-04-14T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-04-17T02:50:23.198Z"",""endDate"":""2026-04-21T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Badminton Racket Set #051,Badminton Racket Set in new condition.,NEW,DEACTIVATED,PER_DAY,137,5423,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",Minor cosmetic scratches.,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-51/640/480,"[""https://picsum.photos/seed/item-51/640/480"",""https://picsum.photos/seed/item-51-a/1024/768"",""https://picsum.photos/seed/item-51-b/1024/768""]","[""SPORTS_OUTDOORS""]","[""sports"",""battery"",""project""]",true,1852,16,126,,,"[{""startDate"":""2026-03-18T02:50:23.198Z"",""endDate"":""2026-03-20T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-03-23T02:50:23.198Z"",""endDate"":""2026-03-27T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Graphic Tablet #052,Graphic Tablet in poor condition.,POOR,AVAILABLE,PER_DAY,21,8413,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-52/640/480,"[""https://picsum.photos/seed/item-52/640/480"",""https://picsum.photos/seed/item-52-a/1024/768"",""https://picsum.photos/seed/item-52-b/1024/768""]","[""SCHOOL_SUPPLIES"",""VEHICLES_ACCESSORIES"",""SPORTS_OUTDOORS""]","[""campus"",""home"",""tools""]",true,1584,42,38,,,"[{""startDate"":""2026-03-20T02:50:23.198Z"",""endDate"":""2026-03-22T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-03-25T02:50:23.198Z"",""endDate"":""2026-03-29T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Graphic Tablet #053,Graphic Tablet in new condition.,NEW,AVAILABLE,PER_DAY,342,6285,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",Minor cosmetic scratches.,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-53/640/480,"[""https://picsum.photos/seed/item-53/640/480"",""https://picsum.photos/seed/item-53-a/1024/768"",""https://picsum.photos/seed/item-53-b/1024/768""]","[""HOME_APPLIANCES""]","[""project"",""tools"",""weekend-use"",""campus""]",true,1911,33,130,,,"[{""startDate"":""2026-03-04T02:50:23.198Z"",""endDate"":""2026-03-06T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-03-09T02:50:23.198Z"",""endDate"":""2026-03-13T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Stand Mixer #054,Stand Mixer in new condition.,NEW,AVAILABLE,PER_DAY,83,10686,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-54/640/480,"[""https://picsum.photos/seed/item-54/640/480"",""https://picsum.photos/seed/item-54-a/1024/768"",""https://picsum.photos/seed/item-54-b/1024/768""]","[""MUSIC_AUDIO"",""FURNITURE"",""ELECTRONICS""]","[""audio"",""study"",""events"",""kitchen""]",true,910,40,20,,,"[{""startDate"":""2026-03-18T02:50:23.198Z"",""endDate"":""2026-03-20T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-03-23T02:50:23.198Z"",""endDate"":""2026-03-27T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Sewing Machine #055,Sewing Machine in poor condition.,POOR,RENTED,PER_HOUR,301,1330,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",Minor cosmetic scratches.,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-55/640/480,"[""https://picsum.photos/seed/item-55/640/480"",""https://picsum.photos/seed/item-55-a/1024/768"",""https://picsum.photos/seed/item-55-b/1024/768""]","[""OTHER""]","[""clean"",""student-friendly""]",true,1721,4,113,,,"[{""startDate"":""2026-04-13T02:50:23.198Z"",""endDate"":""2026-04-15T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-04-18T02:50:23.198Z"",""endDate"":""2026-04-22T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Wireless Microphone #056,Wireless Microphone in new condition.,NEW,AVAILABLE,PER_DAY,213,1516,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",Minor cosmetic scratches.,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-56/640/480,"[""https://picsum.photos/seed/item-56/640/480"",""https://picsum.photos/seed/item-56-a/1024/768"",""https://picsum.photos/seed/item-56-b/1024/768""]","[""ELECTRONICS"",""CLOTHING"",""BOOKS""]","[""electronics"",""weekend-use""]",true,2137,49,94,,,"[{""startDate"":""2026-03-30T02:50:23.198Z"",""endDate"":""2026-04-01T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-04-04T02:50:23.198Z"",""endDate"":""2026-04-08T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Pressure Washer #057,Pressure Washer in good condition.,GOOD,AVAILABLE,PER_DAY,283,9889,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-57/640/480,"[""https://picsum.photos/seed/item-57/640/480"",""https://picsum.photos/seed/item-57-a/1024/768"",""https://picsum.photos/seed/item-57-b/1024/768""]","[""FURNITURE""]","[""battery"",""audio"",""kitchen"",""student-friendly""]",false,367,71,21,,,"[{""startDate"":""2026-03-20T02:50:23.198Z"",""endDate"":""2026-03-22T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-03-25T02:50:23.198Z"",""endDate"":""2026-03-29T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Wireless Microphone #058,Wireless Microphone in new condition.,NEW,RENTED,PER_HOUR,0,9091,true,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-58/640/480,"[""https://picsum.photos/seed/item-58/640/480"",""https://picsum.photos/seed/item-58-a/1024/768"",""https://picsum.photos/seed/item-58-b/1024/768""]","[""VEHICLES_ACCESSORIES"",""FURNITURE"",""MUSIC_AUDIO""]","[""student-friendly"",""audio"",""kitchen""]",true,1162,4,0,,,"[{""startDate"":""2026-03-17T02:50:23.198Z"",""endDate"":""2026-03-19T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-03-22T02:50:23.198Z"",""endDate"":""2026-03-26T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Power Bank #059,Power Bank in fair condition.,FAIR,DEACTIVATED,PER_DAY,164,2631,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",Minor cosmetic scratches.,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-59/640/480,"[""https://picsum.photos/seed/item-59/640/480"",""https://picsum.photos/seed/item-59-a/1024/768"",""https://picsum.photos/seed/item-59-b/1024/768""]","[""PET_SUPPLIES"",""HEALTH_BEAUTY""]","[""kitchen"",""study"",""battery"",""home""]",true,1422,19,76,,,"[{""startDate"":""2026-04-13T02:50:23.198Z"",""endDate"":""2026-04-15T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-04-18T02:50:23.198Z"",""endDate"":""2026-04-22T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Badminton Racket Set #060,Badminton Racket Set in good condition.,GOOD,DEACTIVATED,PER_DAY,308,7914,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-60/640/480,"[""https://picsum.photos/seed/item-60/640/480"",""https://picsum.photos/seed/item-60-a/1024/768"",""https://picsum.photos/seed/item-60-b/1024/768""]","[""TOOLS""]","[""sports"",""weekend-use"",""portable""]",true,2373,6,119,,,"[{""startDate"":""2026-04-01T02:50:23.198Z"",""endDate"":""2026-04-03T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-04-06T02:50:23.198Z"",""endDate"":""2026-04-10T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Wireless Microphone #061,Wireless Microphone in fair condition.,FAIR,AVAILABLE,PER_DAY,130,6339,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-61/640/480,"[""https://picsum.photos/seed/item-61/640/480"",""https://picsum.photos/seed/item-61-a/1024/768"",""https://picsum.photos/seed/item-61-b/1024/768""]","[""VEHICLES_ACCESSORIES""]","[""project"",""portable"",""sports"",""campus""]",true,1687,15,53,,,"[{""startDate"":""2026-04-12T02:50:23.198Z"",""endDate"":""2026-04-14T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-04-17T02:50:23.198Z"",""endDate"":""2026-04-21T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Microwave Oven #062,Microwave Oven in new condition.,NEW,DEACTIVATED,PER_DAY,65,4833,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-62/640/480,"[""https://picsum.photos/seed/item-62/640/480"",""https://picsum.photos/seed/item-62-a/1024/768"",""https://picsum.photos/seed/item-62-b/1024/768""]","[""ELECTRONICS"",""PET_SUPPLIES""]","[""tools"",""sports""]",true,963,25,9,,,"[{""startDate"":""2026-03-10T02:50:23.198Z"",""endDate"":""2026-03-12T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-03-15T02:50:23.198Z"",""endDate"":""2026-03-19T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Office Chair #063,Office Chair in good condition.,GOOD,DEACTIVATED,PER_DAY,159,6128,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-63/640/480,"[""https://picsum.photos/seed/item-63/640/480"",""https://picsum.photos/seed/item-63-a/1024/768"",""https://picsum.photos/seed/item-63-b/1024/768""]","[""HEALTH_BEAUTY"",""PET_SUPPLIES""]","[""campus"",""audio""]",true,2355,72,108,,,"[{""startDate"":""2026-03-09T02:50:23.198Z"",""endDate"":""2026-03-11T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-03-14T02:50:23.198Z"",""endDate"":""2026-03-18T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Microwave Oven #064,Microwave Oven in like new condition.,LIKE_NEW,AVAILABLE,PER_DAY,278,4724,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-64/640/480,"[""https://picsum.photos/seed/item-64/640/480"",""https://picsum.photos/seed/item-64-a/1024/768"",""https://picsum.photos/seed/item-64-b/1024/768""]","[""SPORTS_OUTDOORS"",""FURNITURE"",""HOME_APPLIANCES""]","[""study"",""kitchen""]",true,1254,28,102,,,"[{""startDate"":""2026-03-30T02:50:23.198Z"",""endDate"":""2026-04-01T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-04-04T02:50:23.198Z"",""endDate"":""2026-04-08T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Wireless Microphone #065,Wireless Microphone in new condition.,NEW,AVAILABLE,PER_HOUR,127,4646,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-65/640/480,"[""https://picsum.photos/seed/item-65/640/480"",""https://picsum.photos/seed/item-65-a/1024/768"",""https://picsum.photos/seed/item-65-b/1024/768""]","[""SPORTS_OUTDOORS"",""MUSIC_AUDIO"",""HOME_APPLIANCES""]","[""study"",""kitchen"",""campus"",""weekend-use""]",true,1262,20,51,,,"[{""startDate"":""2026-03-06T02:50:23.198Z"",""endDate"":""2026-03-08T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-03-11T02:50:23.198Z"",""endDate"":""2026-03-15T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Camping Tent #066,Camping Tent in poor condition.,POOR,DEACTIVATED,PER_DAY,226,2795,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-66/640/480,"[""https://picsum.photos/seed/item-66/640/480"",""https://picsum.photos/seed/item-66-a/1024/768"",""https://picsum.photos/seed/item-66-b/1024/768""]","[""HOME_APPLIANCES""]","[""sports"",""campus"",""clean""]",false,85,78,15,,,"[{""startDate"":""2026-04-11T02:50:23.198Z"",""endDate"":""2026-04-13T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-04-16T02:50:23.198Z"",""endDate"":""2026-04-20T02:50:23.198Z"",""status"":""AVAILABLE""}]"
